tone,split
surge-patches-3rdparty-Nick-Moritz-Basses-Drunky-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Basses-Dusty-Road-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Dynamic-Sawer-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Electro-Shock-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-FM-Structure-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Fidget-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Basses-Fretless-Bass-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Basses-Grizzly-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Hemera-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Hoover-FM-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Basses-Juno-Fire-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Key-Station-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Morphine-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Basses-Odionis-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Phantom-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Plastic-Dream-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Poolpad-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Rubber-Bass-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Basses-Scrambler-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Serious-Step-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Shot-Gun-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Basses-Slide-Note-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Sortier-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Strange-Frog-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Strekoza-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Striply-Saw-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Strode-Impulse-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Super-Stap-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Wooden-Alien-velocity64,train
surge-patches-3rdparty-Nick-Moritz-FX-Noise-Crash-1-velocity64,train
surge-patches-3rdparty-Nick-Moritz-FX-Noise-Crash-2-velocity64,train
surge-patches-3rdparty-Nick-Moritz-FX-Pong-Keys-velocity64,train
surge-patches-3rdparty-Nick-Moritz-FX-Soloid-Hit-velocity64,train
surge-patches-3rdparty-Nick-Moritz-FX-Sweep-Noise-Out-velocity64,train
surge-patches-3rdparty-Nick-Moritz-FX-Sweep-Noise-Up-Down-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Angel-Pluck-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Keys-Benassi-Bros-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Blue-Whale-Organ-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Brunto-Chords-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Caspian-Sea-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-China-Dream-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Crackle-Organ-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Dream-Plucks-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Electro-Cricket-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Marimba-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Modern-FM-Bells-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Phone-Drops-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Keys-Popcorn-2K-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-5th-House-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-Chicago-Key-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-Demon-Here-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-Huge-Saw-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-Involved-Crunch-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-Modular-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Leads-Some-Lead-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Pads-Brass-Pad-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Pads-Nightmare-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Pads-Purple-Ocean-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Pads-Saw-Sweeper-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Pads-Scary-Pad-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Pads-Sorrowful-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Sequences-Brain-Out-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Sequences-Dark-Knight-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Splits-Ana-Bass-Pluck-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Strings-Orchestral-Trombone-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Synths-Adrenaline-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Synths-Dream-Drops-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Synths-Forest-Angels-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Synths-Moon-Piano-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Synths-Morrowind-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Synths-Mystery-Grotto-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Synths-Pushing-Ocean-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Synths-Regressive-Notes-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Synths-Space-Stranger-velocity64,train
surge-patches-3rdparty-Noisegeek-Drones-Lost-In-Electric-Woods-velocity64,train
surge-patches-3rdparty-Noisegeek-FX-Singing-Space-Saw-velocity64,train
surge-patches-3rdparty-Noisegeek-FX-Slow-mo-Samurai-velocity64,train
surge-patches-3rdparty-Noisegeek-Keys-Busted-Echobox-velocity64,valid
surge-patches-3rdparty-Noisegeek-Keys-Kinda-Fearless-FM-velocity64,test
surge-patches-3rdparty-Noisegeek-Keys-Something-Clangy-velocity64,test
surge-patches-3rdparty-Noisegeek-Leads-Back-To-Tyrell-velocity64,train
surge-patches-3rdparty-Noisegeek-Leads-Bagpipes-Plugged-In-velocity64,test
surge-patches-3rdparty-Noisegeek-Leads-Electric-Leady-Land-velocity64,train
surge-patches-3rdparty-Noisegeek-Leads-Rubberband-Fight-velocity64,train
surge-patches-3rdparty-Noisegeek-Plucks-Skyscraper-Harp-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Atmospheres-Ambient-Duda-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Atmospheres-Surreal-Craft-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Atmospheres-Texture-1-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Atmospheres-Texture-2-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Atmospheres-Texture-3-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Alternative-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Attack-Chorus-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Barrell-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Character-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Distort-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Basses-EDM-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Electronic-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Experimental-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Expo-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-FM-Stalactite-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Industrial-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Metallic-Electro-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Metallic-FM-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-POP-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Phaser-Modular-velocity64,test
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Porta-Dist-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Staccato-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Standard-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Tone-Reso-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Basses-Trip-Bass-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Boom-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Forma-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Horror-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Hroost-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Noise-Combo-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Noise-Up-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Noise-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Perehod-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Pitch-Model-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Rotor-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-FX-Tour-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Keys-Destructive-Piano-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Keys-Gluckophone-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Leads-Chill-Duda-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Leads-Flute-Designer-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Leads-Panflute-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Leads-Space-Viola-velocity64,test
surge-patches-3rdparty-Psiome-Send-Sound-Leads-Tuba-Cello-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Pads-Assistant-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Pads-Favor-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Pads-Orc-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Pads-Sphere-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Pads-Texture-Space-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Aiwa-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Aliance-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Clap-Electro-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Cuprun-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Dark-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Etnic-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Flanger-Hat-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Hat-Electro-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Hat-WT-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Herack-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Kick-Body-Model-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Kick-Solar-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Metal-Percussion-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Pluck-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Resonator-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Room-AIW-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Short-Snare-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Signal-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Surreal-Percussion-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Percussion-Technology-velocity64,test
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Combination-Yeah-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Eldorado-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Experiment-Clock-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Hybrid-String-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Neuro-Mini-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Noise-Make-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-PSY-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Pluck-Control-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Suspession-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Symbiosis-velocity64,valid
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Tremor-velocity64,train
surge-patches-3rdparty-Psiome-Send-Sound-Synths-Xylo-Chill-velocity64,test
surge-patches-3rdparty-Rare-Earth-Basses-Abstract-Wonder-velocity64,train
surge-patches-3rdparty-Rare-Earth-Basses-Bass-Tuba-velocity64,train
surge-patches-3rdparty-Rare-Earth-Bells-Bell-Tower-velocity64,train
surge-patches-3rdparty-Rare-Earth-Bells-Clangy-velocity64,train
surge-patches-3rdparty-Rare-Earth-FX-Bird-Chirps-velocity64,test
surge-patches-3rdparty-Rare-Earth-FX-Deep-Note-velocity64,train
surge-patches-3rdparty-Rare-Earth-FX-Distant-Droplet-velocity64,train
surge-patches-3rdparty-Rare-Earth-Pads-Karplus-Pulse-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Crash-Clang-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Crash-Trash-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Household-Metallic-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Kalimba-Attempt-velocity64,test
surge-patches-3rdparty-Rare-Earth-Percussion-Kick-Clean-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Simple-Click-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Simple-Shaker-velocity64,test
surge-patches-3rdparty-Rare-Earth-Percussion-Simple-Stick-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Snare-velocity64,test
surge-patches-3rdparty-Rare-Earth-Percussion-Thump-Basses-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Thump-Conga-velocity64,train
surge-patches-3rdparty-Rare-Earth-Percussion-Thump-Kick-velocity64,train
surge-patches-3rdparty-Rare-Earth-Plucks-Mixed-Feelings-velocity64,train
surge-patches-3rdparty-Rare-Earth-Plucks-Music-Box-velocity64,train
surge-patches-3rdparty-Rare-Earth-Synths-Poly-Drama-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Keys-LS-Wurly-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Blues-Harmonica-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Hollow-Tubes-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Lead-Guitar-1-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Lead-Guitar-2-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Lead-Guitar-Shrill-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Lead-Guitar-Y-Wah-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Z-Filter-Y-Pulsewidth-velocity64,train
surge-patches-3rdparty-Roger-Linn-MPE-Leads-LS-Z-Octave-Y-Chorus-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Badass-D-n-B-Bass-1-velocity64,test
surge-patches-3rdparty-Rozzer-Basses-Badass-D-n-B-Bass-2-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Click-Bass-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Evil-From-The-Deep-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-FM-Wob-Bass-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-God-Gave-Me-Bad-Acid-velocity64,valid
surge-patches-3rdparty-Rozzer-Basses-Industry-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-LC-Bass-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Natural-Bass-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Nu-Skool-Bass-1-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Nu-Skool-Bass-2-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Tight-FM-Bass-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Trance-Seq-Bass-velocity64,train
surge-patches-3rdparty-Rozzer-Basses-Useful-Bass-velocity64,valid
surge-patches-3rdparty-Rozzer-Bells-Enchanted-velocity64,train
surge-patches-3rdparty-Rozzer-Bells-Hell-s-Bells-velocity64,train
surge-patches-3rdparty-Rozzer-Chords-6-Osc-Stab-velocity64,train
surge-patches-3rdparty-Rozzer-Chords-M25-Stab-velocity64,train
surge-patches-3rdparty-Rozzer-Chords-Old-Skool-Detroit-Minor-Stab-velocity64,train
surge-patches-3rdparty-Rozzer-FX-Insectisoid-velocity64,test
surge-patches-3rdparty-Rozzer-FX-Modularity-velocity64,train
surge-patches-3rdparty-Rozzer-FX-Night-Vision-velocity64,train
surge-patches-3rdparty-Rozzer-FX-OOOOOoooooh-Scary-velocity64,train
surge-patches-3rdparty-Rozzer-FX-Pinhole-velocity64,train
surge-patches-3rdparty-Rozzer-FX-She-Cannae-Take-It-velocity64,train
surge-patches-3rdparty-Rozzer-Keys-Cute-velocity64,train
surge-patches-3rdparty-Rozzer-Keys-DX-Tonez-velocity64,train
surge-patches-3rdparty-Rozzer-Keys-Fairy-Dust-velocity64,test
surge-patches-3rdparty-Rozzer-Keys-Real-Ether-velocity64,train
surge-patches-3rdparty-Rozzer-Keys-Sunday-Organist-velocity64,train
surge-patches-3rdparty-Rozzer-Keys-Sweet-Child-velocity64,valid
surge-patches-3rdparty-Rozzer-Leads-Dark-Heart-velocity64,train
surge-patches-3rdparty-Rozzer-Leads-Delicious-Square-velocity64,train
surge-patches-3rdparty-Rozzer-Leads-Far-Away-Places-velocity64,valid
surge-patches-3rdparty-Rozzer-Leads-Fast-Fingers-velocity64,train
surge-patches-3rdparty-Rozzer-Leads-He-Never-Lost-His-Hardcore-velocity64,test
surge-patches-3rdparty-Rozzer-Leads-Prog-Rock-Octave-Lead-velocity64,train
surge-patches-3rdparty-Rozzer-Leads-Tuff-Enough-velocity64,valid
surge-patches-3rdparty-Rozzer-Leads-Unisono-MW-AT-velocity64,train
surge-patches-3rdparty-Rozzer-Pads-Super-Thick-Strings-velocity64,train
surge-patches-3rdparty-Rozzer-Pads-Symphonic-Strings-velocity64,train
surge-patches-3rdparty-Rozzer-Plucks-JP80x0-Pluck-velocity64,train
surge-patches-3rdparty-Rozzer-Rhythms-Disco-velocity64,train
surge-patches-3rdparty-Rozzer-Rhythms-Sync-Alarm-velocity64,train
surge-patches-3rdparty-Rozzer-Rhythms-Twisted-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Basses-Bass-MW-velocity64,valid
surge-patches-3rdparty-Stefan-Singer-Basses-Body-Bass-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Basses-Evil-Mono-Bass-velocity64,valid
surge-patches-3rdparty-Stefan-Singer-Basses-FM-Bass-Lead-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Basses-Sequenced-Psy-Bass-velocity64,valid
surge-patches-3rdparty-Stefan-Singer-Basses-Wet-Bass-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Leads-FM-Flute-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Leads-Hoove-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Leads-Naggy-Bee-Lead-velocity64,test
surge-patches-3rdparty-Stefan-Singer-Pads-Analog-Pad-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Pads-Cold-Seq-Pad-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Pads-Out-There-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Pads-Trance-Pad-1-velocity64,test
surge-patches-3rdparty-Stefan-Singer-Pads-Trance-Pad-2-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Plucks-Playing-With-Filters-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Plucks-Techno-Stab-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Plucks-Trance-Pluck-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Plucks-VA-Morph-Wheel-velocity64,train
surge-patches-3rdparty-Stefan-Singer-Plucks-Velo-VA-velocity64,train
surge-patches-3rdparty-TNMG-Basses-Abomination-velocity64,train
surge-patches-3rdparty-TNMG-Basses-Analog-Foundation-velocity64,valid
surge-patches-3rdparty-TNMG-Basses-Artificial-Intelligence-velocity64,train
surge-patches-3rdparty-TNMG-Basses-Modern-Solutions-velocity64,train
surge-patches-3rdparty-TNMG-Basses-Rude-Individual-velocity64,test
surge-patches-3rdparty-TNMG-Basses-Vacuum-velocity64,test
surge-patches-3rdparty-TNMG-Bells-Mystical-Creature-velocity64,train
surge-patches-3rdparty-TNMG-Chords-Dust-Mote-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Clap-Noise-Layer-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Hi-Hat-Phase-Noise-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Kick-Ampere-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Kick-Arcade-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Kick-Bold-Sine-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Kick-Classic-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Kick-In-Your-Face-velocity64,test
surge-patches-3rdparty-TNMG-Drums-Kick-Transistor-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Snare-Basic-Drive-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Snare-Classic-velocity64,train
surge-patches-3rdparty-TNMG-Drums-Snare-Synthetic-velocity64,train
surge-patches-3rdparty-TNMG-FX-Noisy-Record-velocity64,train
surge-patches-3rdparty-TNMG-Leads-Acid-Gizmo-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Aero-velocity64,test
surge-patches-3rdparty-TNMG-Pads-Ambient-Occlusion-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Cryo-Chamber-velocity64,valid
surge-patches-3rdparty-TNMG-Pads-Digital-Domain-velocity64,train
surge-patches-3rdparty-TNMG-Pads-In-Motion-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Motion-Picture-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Nebulae-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Negative-Space-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Proudly-Digital-velocity64,train
surge-patches-3rdparty-TNMG-Pads-Reflections-velocity64,test
surge-patches-3rdparty-TNMG-Pads-Translucent-velocity64,train
surge-patches-3rdparty-TNMG-Percussion-Bovinae-velocity64,train
surge-patches-3rdparty-TNMG-Percussion-Electro-Rimshot-velocity64,train
surge-patches-3rdparty-TNMG-Percussion-Synth-Tom-velocity64,train
surge-patches-3rdparty-TNMG-Percussion-Zapped-velocity64,train
surge-patches-3rdparty-TNMG-Plucks-Dream-State-velocity64,valid
surge-patches-3rdparty-TNMG-Plucks-Ghost-Notes-velocity64,valid
surge-patches-3rdparty-TNMG-Plucks-Millennium-velocity64,train
surge-patches-3rdparty-TNMG-Plucks-Retro-Wave-velocity64,train
surge-patches-3rdparty-TNMG-Plucks-Suppressor-velocity64,train
surge-patches-3rdparty-TNMG-Polysynths-Synth-Basics-velocity64,train
surge-patches-3rdparty-TNMG-Sequences-Mid-Layer-velocity64,train
surge-patches-3rdparty-TNMG-Sequences-One-Note-IDM-velocity64,train
surge-patches-3rdparty-TNMG-Soundscapes-Andromeda-velocity64,train
surge-patches-3rdparty-TNMG-Soundscapes-Chaos-Theory-velocity64,valid
surge-patches-3rdparty-TNMG-Soundscapes-Memescape-velocity64,train
surge-patches-3rdparty-TNMG-Vox-Surge-Synthesizer-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Basses-AI-s-Revenge-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Basses-Electro-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Basses-Electronic-Monster-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Basses-Saw-Sweep-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Basses-Squelchy-Square-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Basses-Voltage-Bees-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-FX-I-Am-Your-Father-velocity64,test
surge-patches-3rdparty-Vincent-Zauhar-Keys-Agitated-Fifths-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Keys-Blue-Lines-Red-Lights-1-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Keys-Blue-Lines-Red-Lights-2-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Keys-Electric-Organ-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Keys-Viva-La-Trance-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Pads-80s-Brass-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Pads-Bouncing-Octaves-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Pads-Classic-Warm-Jupiters-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Pads-New-Age-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Pads-Orion-Strings-velocity64,valid
surge-patches-3rdparty-Vincent-Zauhar-Pads-Thicc-Pad-velocity64,test
surge-patches-3rdparty-Vincent-Zauhar-Pads-Triad-Expert-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Sequences-Acid-Buzz-velocity64,train
surge-patches-3rdparty-Vincent-Zauhar-Sequences-Chord-Me-velocity64,train
surge-patches-3rdparty-Zoozither-Atmospheres-Brain-Stem-velocity64,train
surge-patches-3rdparty-Zoozither-Atmospheres-Chewsy-velocity64,train
surge-patches-3rdparty-Zoozither-Atmospheres-Crossover-velocity64,train
surge-patches-3rdparty-Zoozither-Atmospheres-Dissonance-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Bibass-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Black-Hawk-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Disabled-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Drill-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Elephant-Shock-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Fizzy-velocity64,test
surge-patches-3rdparty-Zoozither-Basses-Godfather-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Growl-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Hesitant-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Mindfunk-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Open-Up-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Pasty-velocity64,test
surge-patches-3rdparty-Zoozither-Basses-Quick-1-velocity64,valid
surge-patches-3rdparty-Zoozither-Basses-Quick-2-velocity64,train
